hours,attendance,pass_exam
3.913113127638193,50.654722829416684,0
4.828927947547751,83.17686860083553,1
5.568493408160095,58.90179834348757,0
3.181687591735722,98.05351587347275,0
2.033531422652832,57.43313638765565,0
6.495580381974693,70.73120618635119,0
3.597674979162302,54.26748340393219,1
6.231143992803511,99.84371259229736,1
2.389264437467821,75.10975051656213,1
5.330260916693358,79.76925086600218,0
5.793304892964272,53.353823869421376,0
1.4664118314018422,87.49802351995889,0
4.029438503745285,60.49527965477929,1
2.209732092450768,94.90271447203568,0
1.5703747342549097,60.25698202410036,0
9.909642091509507,59.534386033183324,1
3.9011846047725065,51.827483392404744,0
8.288870012691714,73.60334725549995,0
3.2917658928738747,78.24205666313082,0
7.133524500015364,53.285431971417616,0
7.842050739007179,88.77638083475053,1
6.360748665470599,72.66444173740138,1
5.244185696951425,76.219513466379,1
4.706568227325417,72.03813734691141,0
4.139814398886958,70.0381530437663,0
9.365762298230432,77.9820165654109,0
8.475574670089562,57.76201229653562,1
9.685242195998613,59.09640652476355,1
2.1186750113699024,93.08928105067587,1
7.577807276832798,97.30577310668164,1
9.44506411138934,68.66546581398765,1
2.6310975954909415,63.53723365717769,0
1.5984664063009975,82.19997716195078,1
7.670085843610531,70.43670855490481,0
6.170258018619207,51.26931778301724,1
8.576458990824449,57.80762986830952,1
2.2579513896366055,85.79861144236988,1
8.15740580673901,82.94619709550757,0
2.8146458804297008,51.354799625174174,0
2.4729034857913406,61.098608096647474,0
2.4783921813789362,61.55373982940357,0
8.33117248208244,83.59463717993643,1
6.986774986265801,50.98552688771821,0
5.707588822922074,55.205429099228695,0
4.229474357111522,89.99580426865947,0
8.894804867317974,58.927233102716684,0
4.532005966803719,82.63730539259373,0
8.349394955244193,61.90913905233633,0
4.952214177131966,54.97206963796726,0
4.392499864824169,62.1586095499727,0
5.164118071026458,86.11334659278296,0
3.7124008674772786,92.78482340531428,1
7.72848442158626,91.51099322834958,1
5.5244835108323125,69.85917648092274,0
3.0899142563213555,83.40425682853231,1
9.096171159471115,60.24921477079105,0
4.455020992358903,64.65738651305067,0
5.891975750025898,94.81679092605599,1
9.158248998680923,50.6500961755368,0
6.618141963225929,54.2754265427234,0
2.0520823663752767,60.394312757301364,0
9.458489112521276,51.32661019369099,1
6.6493724776427605,59.071771754489866,1
4.014150531913775,79.15207804848461,1
2.2534486539704854,71.0712275296249,1
8.146226703432664,94.63358555384875,1
6.580654803356621,90.87217808692205,0
5.801149827786894,67.0908675848938,0
9.045033247458619,62.971171671564626,1
8.097374901020777,68.98462040836334,0
2.365073917594761,79.51474712574039,1
3.805498610159934,63.403182041143815,1
3.236402258330192,81.2074453924567,0
7.695516633154092,70.47058260956203,1
1.3017919126220145,77.602359042599,0
6.129007163841849,71.80632645676583,1
7.862128171666215,64.72328797709588,1
8.890890730855745,97.42266534810784,1
4.078735738443167,88.18028970798804,0
8.391315742048116,57.00565878832263,1
1.995685632596865,93.42339879489563,0
8.618070625610663,74.37155991247567,1
2.147397960987842,94.72761134470457,0
4.575585615043305,89.99276279736577,0
8.175658292015981,71.26067522346167,0
2.349256846138964,51.12346541600587,0
3.0632625570937733,63.4338679692473,0
7.500273115537596,77.08171073304334,0
7.480328828914669,81.67391099130737,1
6.770328695967676,62.894384271660115,1
7.2455360002039,56.96780370364121,1
5.884519990128366,91.74651183996495,1
3.266191530162575,99.22010903517761,0
4.111263941535275,76.28450911513428,1
2.634379451212831,58.583964292415175,1
9.176055052002654,63.61536632596845,1
6.250526152895084,50.919533827373336,0
4.607662750872759,95.71494032802495,0
5.1580522327971945,55.88755414450706,1
9.525550056506338,78.82582377571268,1
2.380162628044722,63.7027610343603,1
6.276068488151175,77.70890012578967,1
5.5529981099601935,82.57101941759322,1
6.503088118911831,91.48709018536007,1
1.1629916543875645,60.32106358803016,0
8.849115180497364,50.549791432924025,1
9.38906454235251,56.844281503440364,1
6.086198652302881,95.00093209240526,1
7.26985741489203,93.69450387812577,0
9.302494430595662,79.87065510851542,1
7.3651477088205874,80.02584302168268,1
2.3728513862283522,83.25183372731277,1
6.186595241501319,58.76856393117248,1
6.460435417445703,95.72059729624799,0
4.817176041721474,70.93852624460365,1
7.627998120622506,69.15692641247487,1
9.409303132921133,75.94588526414188,1
9.330116616160987,52.348298338752755,0
5.057554342637189,58.31416843780397,0
2.019142412566797,86.90168082131852,0
9.863570790661012,54.139933396256325,0
8.550082778013408,80.1576054733194,1
2.1219641308294017,62.26745548406605,0
9.28757694355635,69.46478070209884,1
8.829067258559155,64.43468683853499,1
5.669542514134649,67.78363582324747,0
6.321478921704363,85.95229525921228,1
4.591024334831173,64.85608578115875,1
1.492854749398282,78.32023201484486,0
4.016775174813109,73.80252010995498,0
8.225681037382103,83.1835582681324,0
1.0416882070414257,96.84148696623791,1
4.001492545220298,86.62860486051252,1
4.58351824231849,60.74701892953784,1
5.836560426441306,51.55915675306424,0
9.278700547714845,63.113202214991254,1
4.1171139492936515,79.75389653501274,0
4.122578817066049,52.57129067421252,0
7.637511232987736,74.81831236006181,1
5.069961468008264,79.84214244584446,0
3.021443406459838,66.71219454084805,0
5.07195564519424,88.54561018729109,0
2.2677131834181985,55.32991265668859,0
2.58748287855601,53.75688908679044,0
5.4853099546553175,86.40943781018017,1
4.770329045540931,74.77456581030992,0
9.2336131096129,84.4201198213868,0
4.261545092049698,71.74136693018731,0
6.225295152502391,62.32010166195534,0
6.690378591275773,90.95511588371,1
